,AllCCS ID,Name,smiles,Formula,Adduct,m/z,CCS,Input
156,AllCCS00000070,gamma-L-Glutamyl-L-glutamic acid,C(CC(=O)NC(CCC(=O)O)C(=O)O)C(C(=O)O)N,C10H16N2O7,[M+Na-2H]-,297.0705,153.5,gamma-L-Glutamyl-L-glutamic acid
157,AllCCS00000071,Ciliatine,C(CP(=O)(O)O)N,C2H8NO3P,[M+H]+,126.0315,129.9,Ciliatine
158,AllCCS00000071,Ciliatine,C(CP(=O)(O)O)N,C2H8NO3P,[M+Na]+,148.0135,136.7,Ciliatine
159,AllCCS00000071,Ciliatine,C(CP(=O)(O)O)N,C2H8NO3P,[M-H]-,124.0169,119.8,Ciliatine
160,AllCCS00000072,Citric Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C6H8O7,[M+Na]+,215.0163,142.7,Citric Acid
161,AllCCS00000072,Citric Acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C6H8O7,[M-H]-,191.0197,126.9,Citric Acid
162,AllCCS00000073,Folic Acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6,[M+H]+,442.147,195.5,Folic Acid
163,AllCCS00000073,Folic Acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6,[M+Na]+,464.129,204.6,Folic Acid
164,AllCCS00000073,Folic Acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6,[M-H]-,440.1324,191.9,Folic Acid
165,AllCCS00000073,Folic Acid,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,C19H19N7O6,[M+Na-2H]-,462.1144,201.2,Folic Acid
166,AllCCS00000074,Glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C10H17N3O6S,[M+H]+,308.0911,167.9,Glutathione
167,AllCCS00000074,Glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C10H17N3O6S,[M+Na]+,330.0731,167.5,Glutathione
168,AllCCS00000074,Glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C10H17N3O6S,[M-H]-,306.0765,161.9,Glutathione
169,AllCCS00000074,Glutathione,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C10H17N3O6S,[M+Na-2H]-,328.0585,164.8,Glutathione
170,AllCCS00000075,Glutamic Acid,C(CC(=O)O)C(C(=O)O)N,C5H9NO4,[M-H]-,146.0459,125.2,Glutamic Acid
171,AllCCS00000075,Glutamic Acid,C(CC(=O)O)C(C(=O)O)N,C5H9NO4,[M+Na-2H]-,168.0279,131.4,Glutamic Acid
172,AllCCS00000076,L-Tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O,C9H11NO3,[M+H]+,182.0812,146.2,L-Tyrosine
173,AllCCS00000076,L-Tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O,C9H11NO3,[M+Na]+,204.0632,144.0,L-Tyrosine
174,AllCCS00000076,L-Tyrosine,C1=CC(=CC=C1CC(C(=O)O)N)O,C9H11NO3,[M-H]-,180.0666,144.3,L-Tyrosine
175,AllCCS00000077,Proline,C1CC(NC1)C(=O)O,C5H9NO2,[M+H]+,116.0706,125.6,Proline
176,AllCCS00000077,Proline,C1CC(NC1)C(=O)O,C5H9NO2,[M-H]-,114.056,122.4,Proline
177,AllCCS00000078,Isoleucine,CCC(C)C(C(=O)O)N,C6H13NO2,[M+H]+,132.1019,134.3,Isoleucine
178,AllCCS00000079,Histidine,C1=C(NC=N1)CC(C(=O)O)N,C6H9N3O2,[M+H]+,156.0768,132.2,Histidine
179,AllCCS00000079,Histidine,C1=C(NC=N1)CC(C(=O)O)N,C6H9N3O2,[M+Na]+,178.0588,135.0,Histidine
180,AllCCS00000080,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M+H]+,241.0311,149.5,Cystine
181,AllCCS00000080,Cystine,C(C(C(=O)O)N)SSCC(C(=O)O)N,C6H12N2O4S2,[M+Na-2H]-,260.9985,145.2,Cystine
182,AllCCS00000081,Pantothenic acid,CC(C)(CO)C(C(=O)NCCC(=O)O)O,C9H17NO5,[M+H]+,220.118,148.3,Pantothenic acid
183,AllCCS00000081,Pantothenic acid,CC(C)(CO)C(C(=O)NCCC(=O)O)O,C9H17NO5,[M+Na-2H]-,240.0854,146.2,Pantothenic acid
184,AllCCS00000082,Ornithine,C(CC(C(=O)O)N)CN,C5H12N2O2,[M+H]+,133.0972,128.1,Ornithine
185,AllCCS00000083,Taurine,C(CS(=O)(=O)O)N,C2H7NO3S,[M-H]-,124.0074,117.9,Taurine
186,AllCCS00000084,Phosphoenolpyruvate,C=C(C(=O)O)OP(=O)(O)O,C3H5O6P,[M+Na]+,190.9717,137.9,Phosphoenolpyruvate
187,AllCCS00000084,Phosphoenolpyruvate,C=C(C(=O)O)OP(=O)(O)O,C3H5O6P,[M-H]-,166.9751,164.3,Phosphoenolpyruvate
188,AllCCS00000084,Phosphoenolpyruvate,C=C(C(=O)O)OP(=O)(O)O,C3H5O6P,[M-H2O-H]-,148.9645,114.1,Phosphoenolpyruvate
189,AllCCS00000085,Pidolic Acid,C1CC(=O)NC1C(=O)O,C5H7NO3,[M+H]+,130.0499,130.4,Pidolic Acid
190,AllCCS00000086,L-Arginine,C(CC(C(=O)O)N)CN=C(N)N,C6H14N4O2,[M+H]+,175.119,136.5,L-Arginine
191,AllCCS00000086,L-Arginine,C(CC(C(=O)O)N)CN=C(N)N,C6H14N4O2,[M+Na]+,197.101,148.5,L-Arginine
192,AllCCS00000086,L-Arginine,C(CC(C(=O)O)N)CN=C(N)N,C6H14N4O2,[M-H]-,173.1044,137.0,L-Arginine
193,AllCCS00000087,L-Glutamine,C(CC(=O)N)C(C(=O)O)N,C5H10N2O3,[M+H]+,147.0764,130.9,L-Glutamine
194,AllCCS00000087,L-Glutamine,C(CC(=O)N)C(C(=O)O)N,C5H10N2O3,[M+Na]+,169.0584,133.7,L-Glutamine
195,AllCCS00000088,L-Leucine,CC(C)CC(C(=O)O)N,C6H13NO2,[M+H]+,132.1019,135.0,L-Leucine
196,AllCCS00000089,Hydroxyproline,C1C(CNC1C(=O)O)O,C5H9NO3,[M+H]+,132.0655,128.7,Hydroxyproline
197,AllCCS00000089,Hydroxyproline,C1C(CNC1C(=O)O)O,C5H9NO3,[M+Na]+,154.0475,139.5,Hydroxyproline
198,AllCCS00000089,Hydroxyproline,C1C(CNC1C(=O)O)O,C5H9NO3,[M-H]-,130.0509,125.0,Hydroxyproline
199,AllCCS00000090,DL-Homocysteine,C(CS)C(C(=O)O)N,C4H9NO2S,[M+H]+,136.0427,130.2,DL-Homocysteine
200,AllCCS00000090,DL-Homocysteine,C(CS)C(C(=O)O)N,C4H9NO2S,[M+Na-2H]-,156.0101,105.9,DL-Homocysteine
201,AllCCS00000091,L-Valine,CC(C)C(C(=O)O)N,C5H11NO2,[M+Na]+,140.0683,144.1,L-Valine
202,AllCCS00000092,"N,N-dimethylarginine",CN(C)C(=NCCCC(C(=O)O)N)N,C8H18N4O2,[M+H]+,203.1503,143.6,"N,N-dimethylarginine"
203,AllCCS00000092,"N,N-dimethylarginine",CN(C)C(=NCCCC(C(=O)O)N)N,C8H18N4O2,[M-H]-,201.1357,147.3,"N,N-dimethylarginine"
204,AllCCS00000093,Glutathione disulfide,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,C20H32N6O12S2,[M+H]+,613.1593,225.5,Glutathione disulfide
205,AllCCS00000093,Glutathione disulfide,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,C20H32N6O12S2,[M-H]-,611.1447,215.1,Glutathione disulfide
206,AllCCS00000094,2'-Deoxyuridine,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,C9H12N2O5,[M+Na]+,251.0639,157.2,2'-Deoxyuridine
207,AllCCS00000095,2'-Deoxycytidine,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,C9H13N3O4,[M+Na]+,250.0799,155.9,2'-Deoxycytidine
208,AllCCS00000095,2'-Deoxycytidine,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,C9H13N3O4,[M+K]+,266.0538,158.5,2'-Deoxycytidine
209,AllCCS00000095,2'-Deoxycytidine,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,C9H13N3O4,[M-H]-,226.0833,148.6,2'-Deoxycytidine
210,AllCCS00000096,Adenosine-3'-5'-Diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,C10H15N5O10P2,[M+H]+,428.0367,183.1,Adenosine-3'-5'-Diphosphate
211,AllCCS00000096,Adenosine-3'-5'-Diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,C10H15N5O10P2,[M+Na]+,450.0187,188.2,Adenosine-3'-5'-Diphosphate
212,AllCCS00000096,Adenosine-3'-5'-Diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,C10H15N5O10P2,[M-H]-,426.0221,184.2,Adenosine-3'-5'-Diphosphate
213,AllCCS00000096,Adenosine-3'-5'-Diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,C10H15N5O10P2,[M-H2O-H]-,408.0115,179.5,Adenosine-3'-5'-Diphosphate
214,AllCCS00000096,Adenosine-3'-5'-Diphosphate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N,C10H15N5O10P2,[M+Na-2H]-,448.0041,188.7,Adenosine-3'-5'-Diphosphate
215,AllCCS00000097,2'-Deoxyinosine,C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O,C10H12N4O4,[M+H]+,253.0932,151.9,2'-Deoxyinosine
216,AllCCS00000097,2'-Deoxyinosine,C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O,C10H12N4O4,[M-H]-,251.0786,153.4,2'-Deoxyinosine
217,AllCCS00000098,Deoxyguanosine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,C10H13N5O4,[M+Na]+,290.0861,172.0,Deoxyguanosine
218,AllCCS00000098,Deoxyguanosine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,C10H13N5O4,[M+K]+,306.06,171.7,Deoxyguanosine
219,AllCCS00000098,Deoxyguanosine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,C10H13N5O4,[M-H]-,266.0895,158.4,Deoxyguanosine
220,AllCCS00000099,Deoxyadenosine,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,C10H13N5O3,[M+Na-2H]-,272.0765,157.6,Deoxyadenosine
221,AllCCS00000100,Inosine triphosphate,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H15N4O14P3,[M+H]+,508.9871,192.6,Inosine triphosphate
222,AllCCS00000100,Inosine triphosphate,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H15N4O14P3,[M+Na]+,530.9691,196.6,Inosine triphosphate
223,AllCCS00000100,Inosine triphosphate,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H15N4O14P3,[M-H]-,506.9725,188.5,Inosine triphosphate
224,AllCCS00000100,Inosine triphosphate,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H15N4O14P3,[M+Na-2H]-,528.9545,182.8,Inosine triphosphate
225,AllCCS00000101,Deoxythymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,C10H14N2O5,[M+Na]+,265.0796,162.9,Deoxythymidine
226,AllCCS00000102,Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,[M+H]+,484.9758,186.8,Uridine 5'-triphosphate
227,AllCCS00000102,Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,[M+Na]+,506.9578,188.1,Uridine 5'-triphosphate
228,AllCCS00000102,Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,[M-H]-,482.9612,179.8,Uridine 5'-triphosphate
229,AllCCS00000102,Uridine 5'-triphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,[M+Na-2H]-,504.9432,190.1,Uridine 5'-triphosphate
230,AllCCS00000103,Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,C17H27N3O17P2,[M+H]+,608.0889,209.9,Uridine-Diphosphate-N-Acetylglucosamine
231,AllCCS00000103,Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,C17H27N3O17P2,[M+Na]+,630.0709,217.6,Uridine-Diphosphate-N-Acetylglucosamine
232,AllCCS00000103,Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,C17H27N3O17P2,[M-H]-,606.0743,223.1,Uridine-Diphosphate-N-Acetylglucosamine
233,AllCCS00000103,Uridine-Diphosphate-N-Acetylglucosamine,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,C17H27N3O17P2,[M+Na-2H]-,628.0563,227.9,Uridine-Diphosphate-N-Acetylglucosamine
234,AllCCS00000104,Galactose-uridine-5'-diphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,C15H24N2O17P2,[M+Na]+,589.0443,210.0,Galactose-uridine-5'-diphosphate
235,AllCCS00000104,Galactose-uridine-5'-diphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,C15H24N2O17P2,[M-H]-,565.0477,210.2,Galactose-uridine-5'-diphosphate
236,AllCCS00000104,Galactose-uridine-5'-diphosphate,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,C15H24N2O17P2,[M+Na-2H]-,587.0297,214.0,Galactose-uridine-5'-diphosphate
237,AllCCS00000105,Adenylsuccinic acid,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O,C14H18N5O11P,[M+Na]+,486.0633,196.2,Adenylsuccinic acid
238,AllCCS00000105,Adenylsuccinic acid,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O,C14H18N5O11P,[M-H]-,462.0667,183.2,Adenylsuccinic acid
239,AllCCS00000106,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,C10H16N5O13P3,[M+H]+,508.003,196.8,ATP
240,AllCCS00000106,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,C10H16N5O13P3,[M+Na]+,529.985,204.5,ATP
241,AllCCS00000106,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,C10H16N5O13P3,[M+Na-2H]-,527.9704,193.5,ATP
242,AllCCS00000108,Ribothymidine,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,C10H14N2O6,[M+Na]+,281.0745,166.2,Ribothymidine
243,AllCCS00000108,Ribothymidine,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,C10H14N2O6,[M-H]-,257.0779,153.5,Ribothymidine
244,AllCCS00000109,UDP-alpha-D-glucuronic acid,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,C15H22N2O18P2,[M+Na]+,603.0236,210.8,UDP-alpha-D-glucuronic acid
245,AllCCS00000109,UDP-alpha-D-glucuronic acid,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,C15H22N2O18P2,[M-H]-,579.027,211.9,UDP-alpha-D-glucuronic acid
246,AllCCS00000109,UDP-alpha-D-glucuronic acid,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,C15H22N2O18P2,[M+Na-2H]-,601.009,203.3,UDP-alpha-D-glucuronic acid
247,AllCCS00000110,2'-Deoxyguanosine-5'-Diphosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,C10H15N5O10P2,[M+H]+,428.0367,188.5,2'-Deoxyguanosine-5'-Diphosphate
248,AllCCS00000110,2'-Deoxyguanosine-5'-Diphosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,C10H15N5O10P2,[M+Na]+,450.0187,185.0,2'-Deoxyguanosine-5'-Diphosphate
249,AllCCS00000110,2'-Deoxyguanosine-5'-Diphosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,C10H15N5O10P2,[M-H]-,426.0221,180.7,2'-Deoxyguanosine-5'-Diphosphate
250,AllCCS00000110,2'-Deoxyguanosine-5'-Diphosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)O)O,C10H15N5O10P2,[M-H2O-H]-,408.0115,174.3,2'-Deoxyguanosine-5'-Diphosphate
251,AllCCS00000111,5-Methylcytidine,CC1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C10H15N3O5,[M+H]+,258.1085,157.8,5-Methylcytidine
252,AllCCS00000111,5-Methylcytidine,CC1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C10H15N3O5,[M+Na]+,280.0905,169.0,5-Methylcytidine
253,AllCCS00000112,2'-Deoxycytidine 5'-triphosphate,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C9H16N3O13P3,[M+H]+,467.9969,185.4,2'-Deoxycytidine 5'-triphosphate
254,AllCCS00000112,2'-Deoxycytidine 5'-triphosphate,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C9H16N3O13P3,[M-H]-,465.9823,176.9,2'-Deoxycytidine 5'-triphosphate
255,AllCCS00000113,Adenosine 5'-phosphosulfate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N,C10H14N5O10PS,[M+Na]+,450.0092,190.9,Adenosine 5'-phosphosulfate
256,AllCCS00000113,Adenosine 5'-phosphosulfate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N,C10H14N5O10PS,[M-H]-,426.0126,180.5,Adenosine 5'-phosphosulfate
257,AllCCS00000113,Adenosine 5'-phosphosulfate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O)N,C10H14N5O10PS,[M+Na-2H]-,447.9946,183.4,Adenosine 5'-phosphosulfate
258,AllCCS00000114,2'-Deoxyguanosine-5'-Monophosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,C10H14N5O7P,[M+H]+,348.0704,179.0,2'-Deoxyguanosine-5'-Monophosphate
259,AllCCS00000114,2'-Deoxyguanosine-5'-Monophosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,C10H14N5O7P,[M+Na]+,370.0524,171.2,2'-Deoxyguanosine-5'-Monophosphate
260,AllCCS00000114,2'-Deoxyguanosine-5'-Monophosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,C10H14N5O7P,[M-H]-,346.0558,169.4,2'-Deoxyguanosine-5'-Monophosphate
261,AllCCS00000114,2'-Deoxyguanosine-5'-Monophosphate,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,C10H14N5O7P,[M+Na-2H]-,368.0378,169.6,2'-Deoxyguanosine-5'-Monophosphate
262,AllCCS00000115,GDP-L-Fucose,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O,C16H25N5O15P2,[M+H]+,590.0895,217.9,GDP-L-Fucose
263,AllCCS00000115,GDP-L-Fucose,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O,C16H25N5O15P2,[M-H]-,588.0749,206.7,GDP-L-Fucose
264,AllCCS00000116,3'-Phosphate-Adenosine-5'-Phosphate Sulfate,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N,C10H15N5O13P2S,[M-H]-,505.9789,192.8,3'-Phosphate-Adenosine-5'-Phosphate Sulfate
265,AllCCS00000117,Guanosine diphosphate mannose,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N,C16H25N5O16P2,[M+H]+,606.0845,227.9,Guanosine diphosphate mannose
266,AllCCS00000117,Guanosine diphosphate mannose,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N,C16H25N5O16P2,[M+Na]+,628.0665,222.3,Guanosine diphosphate mannose
267,AllCCS00000117,Guanosine diphosphate mannose,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N,C16H25N5O16P2,[M-H]-,604.0699,209.1,Guanosine diphosphate mannose
268,AllCCS00000118,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,C20H31N4O16P,[M+Na]+,637.1366,221.5,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid
269,AllCCS00000118,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O,C20H31N4O16P,[M-H]-,613.14,215.5,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid
270,AllCCS00000119,"P1,P4-Diadenosine 5'-tetraphosphate",C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,C20H28N10O19P4,[M-H]-,835.041,236.9,"P1,P4-Diadenosine 5'-tetraphosphate"
271,AllCCS00000120,Thymidine-5'- Diphosphate,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O,C10H16N2O11P2,[M+Na]+,425.0122,178.0,Thymidine-5'- Diphosphate
272,AllCCS00000120,Thymidine-5'- Diphosphate,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O,C10H16N2O11P2,[M-H]-,401.0156,172.1,Thymidine-5'- Diphosphate
273,AllCCS00000120,Thymidine-5'- Diphosphate,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O,C10H16N2O11P2,[M-H2O-H]-,383.005,171.0,Thymidine-5'- Diphosphate
274,AllCCS00000120,Thymidine-5'- Diphosphate,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)O)O,C10H16N2O11P2,[M+Na-2H]-,422.9976,179.1,Thymidine-5'- Diphosphate
275,AllCCS00000121,Dephosphocoenzyme A (Dephospho-CoA),CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,C21H35N7O13P2S,[M+H]+,688.1562,239.5,Dephosphocoenzyme A (Dephospho-CoA)
276,AllCCS00000121,Dephosphocoenzyme A (Dephospho-CoA),CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,C21H35N7O13P2S,[M-H]-,686.1416,232.5,Dephosphocoenzyme A (Dephospho-CoA)
277,AllCCS00000122,2'-deoxyuridylic acid,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,C9H13N2O8P,[M+Na]+,331.0303,168.0,2'-deoxyuridylic acid
278,AllCCS00000122,2'-deoxyuridylic acid,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,C9H13N2O8P,[M-H]-,307.0337,158.1,2'-deoxyuridylic acid
279,AllCCS00000123,Citicoline,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,C14H26N4O11P2,[M+H]+,489.1146,198.7,Citicoline
280,AllCCS00000123,Citicoline,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,C14H26N4O11P2,[M+Na]+,511.0966,208.6,Citicoline
281,AllCCS00000123,Citicoline,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,C14H26N4O11P2,[M+Na-2H]-,509.082,210.6,Citicoline
